    Al 26  (n,d    )  Mg 25   1.82219E-02+- 1.00000E+02          Al 26  (n,t    )  Mg 24   5.24163E-03+- 6.00000E+01
    Al 26  (n,h    )  Na 24   1.74673E-06+- 1.08167E+02          Al 26  (n,h    )  Na 24m  7.84766E-07+- 1.08167E+02
    Al 26  (n,a    )  Na 23   3.19805E-01+- 6.00000E+01          Al 26  (n,2a   )  F  19   9.77551E-06+- 2.00000E+02
    Al 26  (n,2p   )  Na 25   4.93186E-05+- 2.00000E+02          Al 26  (n,pa   )  Ne 22   1.09547E-02+- 2.00000E+02
    Al 27  (n,2n   )  Al 26   1.99814E-03+- 3.00000E+01          Al 27  (n,2n   )  Al 26m  2.25216E-05+- 3.00000E+01
    Al 27  (n,na   )  Na 23   2.98908E-03+- 2.00000E+01          Al 27  (n,np   )  Mg 26   3.46997E-02+- 5.00000E+01
    Al 27  (n,g    )  Al 28   4.29711E-03+- 1.10437E+01          Al 27  (n,p    )  Mg 27   2.85423E-02+- 1.00000E+01
    Al 27  (n,d    )  Mg 26   5.82837E-03+- 5.00000E+01          Al 27  (n,t    )  Mg 25   7.11177E-04+- 2.00000E+01
    Al 27  (n,a    )  Na 24   2.97719E-02+- 6.08276E+01          Al 27  (n,a    )  Na 24m  1.33758E-02+- 6.08276E+01
    Si 28  (n,na   )  Mg 24   5.25290E-03+- 5.00000E+01          Si 28  (n,np   )  Al 27   2.41317E-02+- 2.00000E+01
    Si 28  (n,g    )  Si 29   3.29750E-03+- 8.50325E+00          Si 28  (n,p    )  Al 28   9.81233E-02+- 5.00000E+00
    Si 28  (n,d    )  Al 27   6.74791E-03+- 4.00000E+01          Si 28  (n,h    )  Mg 26   2.66601E-09+- 4.00000E+02
    Si 28  (n,a    )  Mg 25   7.17909E-02+- 2.90148E+01          Si 29  (n,2n   )  Si 28   1.90880E-01+- 4.00000E+01
    Si 29  (n,na   )  Mg 25   1.42947E-05+- 1.00000E+02          Si 29  (n,np   )  Al 28   2.29876E-04+- 1.00000E+02
    Si 29  (n,g    )  Si 30   2.04279E-03+- 1.75723E+01          Si 29  (n,p    )  Al 29   4.77949E-02+- 1.00000E+01
    Si 29  (n,d    )  Al 28   1.99101E-03+- 1.00000E+02          Si 29  (n,t    )  Al 27   7.59962E-05+- 6.00000E+01
    Si 29  (n,a    )  Mg 26   5.08244E-02+- 3.00000E+01          Si 30  (n,2n   )  Si 29   1.41125E-01+- 4.00000E+01
    Si 30  (n,na   )  Mg 26   5.25137E-05+- 1.00000E+02          Si 30  (n,np   )  Al 29   9.55902E-09+- 1.00000E+02
    Si 30  (n,g    )  Si 31   1.11998E-02+- 8.82096E+00          Si 30  (n,p    )  Al 30   1.08655E-02+- 2.00000E+01
    Si 30  (n,d    )  Al 29   4.47617E-04+- 1.00000E+02          Si 30  (n,a    )  Mg 27   2.20225E-02+- 1.00000E+01
    Si 31  (n,2n   )  Si 30   3.15201E-01+- 4.00000E+01          Si 31  (n,na   )  Mg 27   1.12208E-05+- 1.00000E+02
    Si 31  (n,g    )  Si 32   1.60071E-03+- 3.02642E+01          Si 31  (n,p    )  Al 31   1.05216E-02+- 5.00000E+01
    Si 31  (n,d    )  Al 30   7.70308E-06+- 1.00000E+02          Si 31  (n,t    )  Al 29   3.34930E-05+- 6.00000E+01
    Si 31  (n,a    )  Mg 28   4.84078E-03+- 6.00000E+01          Si 32  (n,2n   )  Si 31   2.68081E-01+- 4.00000E+01
    Si 32  (n,na   )  Mg 28   1.11563E-07+- 1.00000E+02          Si 32  (n,g    )  Si 33   3.30016E-04+- 4.84241E+02
    Si 32  (n,p    )  Al 32   1.54976E-05+- 5.00000E+01          Si 32  (n,a    )  Mg 29   1.60514E-03+- 6.00000E+01
    P  31  (n,2n   )  P  30   1.68493E-03+- 2.00000E+01          P  31  (n,na   )  Al 27   2.36687E-03+- 1.00000E+02
    P  31  (n,np   )  Si 30   2.03466E-01+- 1.00000E+02          P  31  (n,g    )  P  32   3.31705E-03+- 1.22305E+01
    P  31  (n,p    )  Si 31   4.49769E-02+- 1.00000E+01          P  31  (n,d    )  Si 30   1.69433E-02+- 1.00000E+02
    P  31  (n,t    )  Si 29   6.37420E-04+- 6.00000E+01          P  31  (n,a    )  Al 28   4.81651E-02+- 1.00000E+01
    P  32  (n,2n   )  P  31   2.05323E-01+- 4.00000E+01          P  32  (n,na   )  Al 28   3.58363E-04+- 1.00000E+02
    P  32  (n,np   )  Si 31   2.48459E-02+- 1.00000E+02          P  32  (n,nd   )  Si 30   1.53946E-08+- 6.00000E+01
    P  32  (n,g    )  P  33   8.06596E-03+- 7.74058E+02          P  32  (n,p    )  Si 32   4.91775E-02+- 5.00000E+01
    P  32  (n,d    )  Si 31   7.03273E-03+- 1.00000E+02          P  32  (n,t    )  Si 30   2.16592E-03+- 6.00000E+01
    P  32  (n,a    )  Al 29   1.66258E-02+- 6.00000E+01          P  32  (n,pa   )  Mg 28   2.17927E-11+- 2.00000E+02
    P  33  (n,2n   )  P  32   2.00394E-01+- 4.00000E+01          P  33  (n,na   )  Al 29   3.00269E-05+- 1.00000E+02
